LineID,OrderID,ProductID,CustomerID,OrderDate,OrderPriority,OrderQuantity,Sales,Discount,ShipMode,Profit,UnitPrice,ShippingCost
1485,710,540260,98068071,2010-01-01,Low,42,161.77000,0.01,Regular Air,-150.37,3.58,5.47
2731,710,135665,98068071,2010-01-01,Low,11,447.09000,0.09,Regular Air,89.03,41.32,8.66
6105,710,399912,98068071,2010-01-01,Low,29,4192.88000,0.02,Delivery Truck,731.32,145.45,17.85
6666,59174,200147,29307407,2010-01-01,Medium,6,1193.10000,0.09,Express Air,-139.50,204.10,13.99
7919,39841,904715,99563074,2010-01-01,Medium,43,294.13000,0.01,Regular Air,-123.07,6.68,6.92
315,38215,518917,15023876,2010-01-02,Critical,42,756.72950,0.07,Regular Air,64.78,20.99,4.81
599,25860,746721,55417339,2010-01-02,Low,9,740.20000,0.05,Express Air,239.94,83.98,5.01
2733,54145,332624,65028410,2010-01-02,Low,34,70.25000,0.10,Regular Air,-133.06,2.08,5.33
3662,38215,264955,15023876,2010-01-02,Critical,38,3676.96000,0.09,Express Air,1233.45,104.85,19.99
3820,25860,918877,55417339,2010-01-02,Low,23,1288.77850,0.07,Regular Air,-185.89,65.99,19.99
6852,48480,79342,72355770,2010-01-02,Critical,32,11103.75000,0.10,Delivery Truck,-522.59,370.98,99.00
417,29058,774393,102101268,2010-01-03,High,41,1011.67000,0.04,Regular Air,-74.64,24.98,8.79
1965,8998,199819,73966703,2010-01-03,Low,37,1767.88000,0.07,Regular Air,66.47,50.98,13.66
1966,8998,657927,73966703,2010-01-03,Low,13,178.13000,0.04,Regular Air,-19.75,13.43,5.50
3142,20449,442073,18436824,2010-01-03,Medium,19,1216.50000,0.10,Regular Air,162.18,67.28,19.99
3723,57606,905400,12671287,2010-01-03,Not Specified,37,294.48000,0.08,Regular Air,-64.24,8.46,3.62
5445,29058,575546,102101268,2010-01-03,High,23,128.52000,0.06,Regular Air,42.80,5.84,1.00
6194,29058,751161,58178202,2010-01-03,High,33,28389.14000,0.07,Delivery Truck,7132.18,880.98,44.55
7005,8998,937092,73966703,2010-01-03,Low,12,277.42000,0.01,Regular Air,49.82,22.24,1.99
7079,29058,202436,102101268,2010-01-03,High,43,287.61000,0.02,Regular Air,-101.50,6.48,6.35
3164,46050,271693,55460332,2010-01-04,High,48,4813.67000,0.03,Express Air,44.58,95.43,19.99
4767,46050,135273,55460332,2010-01-04,High,3,876.75000,0.02,Regular Air,-248.69,289.53,19.99
629,14755,748546,3863253,2010-01-05,High,44,2322.81200,0.10,Express Air,454.38,65.99,4.20
631,14755,436896,3863253,2010-01-05,High,31,111.48000,0.09,Regular Air,29.57,3.85,0.70
4581,5504,1036331,65993654,2010-01-05,High,6,49.55000,0.06,Express Air,-20.33,5.78,7.64
4582,5504,878513,65993654,2010-01-05,High,15,606.56000,0.04,Regular Air,20.23,45.99,4.99
5756,56293,453581,16907084,2010-01-05,Not Specified,34,702.79000,0.04,Regular Air,-44.81,19.99,11.17
5757,56293,203328,16907084,2010-01-05,Not Specified,44,712.64000,0.06,Regular Air,-27.72,16.91,6.25
3224,33218,410461,64666110,2010-01-06,Not Specified,29,480.13000,0.04,Regular Air,53.67,16.16,7.74
4501,44133,112907,11001728,2010-01-06,High,35,181.15000,0.06,Regular Air,-46.68,5.28,3.96
4792,33218,386038,64666110,2010-01-06,Not Specified,25,113.80000,0.07,Regular Air,-84.08,4.57,5.42
395,47171,756158,76162149,2010-01-07,Medium,19,50.07000,0.03,Regular Air,-0.53,2.67,0.86
1595,48935,659453,29025972,2010-01-07,Low,21,106.20000,0.00,Regular Air,48.76,4.91,0.50
2044,47171,899480,76162149,2010-01-07,Medium,32,6982.87000,0.05,Delivery Truck,875.55,217.85,29.10
3230,12708,460873,72796983,2010-01-07,Low,44,159.41000,0.00,Express Air,34.68,3.28,0.98
7066,47171,102789,76162149,2010-01-07,Medium,21,147.16000,0.01,Regular Air,-92.55,6.48,8.40
7980,5510,949585,30084133,2010-01-07,Medium,12,116.38000,0.08,Regular Air,29.68,9.68,2.03
317,13447,518917,67135124,2010-01-08,High,24,436.48350,0.01,Regular Air,0.85,20.99,4.81
2179,2244,49841,55417339,2010-01-08,Critical,19,88.61000,0.01,Express Air,21.47,3.80,1.49
5330,37668,250373,41989638,2010-01-08,Low,33,478.27000,0.01,Regular Air,-4.85,13.99,7.51
7322,58053,570116,81690820,2010-01-08,Medium,42,287.75000,0.02,Regular Air,-136.02,6.68,7.30
3125,32932,125839,60814472,2010-01-09,Low,49,29884.60000,0.05,Regular Air,12748.86,599.99,24.49
4945,4611,585869,24718220,2010-01-09,High,32,16172.44000,0.03,Delivery Truck,7176.12,500.98,28.14
1596,57318,659453,52276520,2010-01-10,Medium,33,158.79000,0.02,Regular Air,74.14,4.91,0.50
2240,24740,1007032,92656557,2010-01-10,Medium,11,1091.47000,0.04,Regular Air,160.48,92.23,39.61
3596,10247,1005967,66378277,2010-01-10,Medium,24,231.95000,0.03,Regular Air,44.14,9.78,1.99
3885,24740,92451,92656557,2010-01-10,Medium,35,112.59000,0.09,Express Air,-126.70,3.28,5.00
3935,23782,528974,60083352,2010-01-10,Low,46,21390.44000,0.09,Delivery Truck,5365.43,500.98,26.00
3954,8227,231193,92512595,2010-01-10,Not Specified,32,162.25000,0.05,Express Air,-43.21,4.77,2.39
5681,23782,572974,60083352,2010-01-10,Low,7,169.75000,0.09,Regular Air,-194.85,20.34,35.00
6988,10247,761140,66378277,2010-01-10,Medium,21,111.66000,0.06,Regular Air,-53.33,4.98,5.49
7587,57318,904715,52276520,2010-01-10,Medium,12,79.06000,0.10,Regular Air,-47.00,6.68,6.92
1064,56327,1021753,81380802,2010-01-11,Medium,11,2164.07000,0.01,Delivery Truck,59.73,180.98,55.24
2452,56327,592044,81380802,2010-01-11,Medium,47,1276.73000,0.08,Express Air,357.23,29.18,8.55
3500,59270,381761,44475905,2010-01-11,High,5,647.27000,0.08,Delivery Truck,-404.77,122.99,70.20
3880,48487,290269,95577022,2010-01-11,Low,27,360.70000,0.00,Regular Air,146.17,12.97,1.49
5152,59270,872550,70402918,2010-01-11,High,14,2138.63000,0.01,Regular Air,453.03,142.86,19.99
5153,59270,318385,70402918,2010-01-11,High,47,1597.02000,0.01,Regular Air,749.03,31.78,1.99
6732,59270,515534,70402918,2010-01-11,High,48,25312.00000,0.01,Delivery Truck,8788.81,517.48,16.63
7333,56327,709916,81380802,2010-01-11,Medium,42,1767.47000,0.05,Regular Air,331.56,40.99,17.48
2226,1857,512058,70910022,2010-01-12,High,37,199.76000,0.07,Regular Air,20.00,5.58,1.99
3258,19494,682156,31645785,2010-01-12,High,39,857.32000,0.05,Regular Air,195.71,22.23,8.99
4055,34948,475585,25362542,2010-01-12,Critical,15,1057.06000,0.08,Delivery Truck,-403.74,68.81,60.00
5150,38369,690604,28497631,2010-01-12,Not Specified,3,224.74400,0.02,Regular Air,54.60,71.37,69.00
6544,19494,553905,31645785,2010-01-12,High,2,8.87000,0.03,Regular Air,-6.79,2.74,3.50
1171,59552,729684,41823417,2010-01-13,Not Specified,39,314.26000,0.00,Regular Air,-71.05,7.45,6.28
2935,17825,386136,93179234,2010-01-13,Not Specified,26,981.90000,0.06,Regular Air,11.38,37.76,12.90
3839,12580,1006802,15369322,2010-01-13,Low,50,8038.08000,0.10,Regular Air,2821.41,172.99,19.99
4804,12580,793720,59398695,2010-01-13,Low,43,140.72000,0.04,Regular Air,-115.53,3.28,3.97
1275,19524,1038283,69958724,2010-01-14,Critical,9,92.02000,0.07,Regular Air,-24.88,10.23,4.68
1814,37125,746518,55591849,2010-01-14,High,46,72.18000,0.00,Regular Air,11.83,1.48,0.70
2522,20961,1039462,91785983,2010-01-14,Not Specified,34,6607.92000,0.06,Regular Air,1462.72,199.99,24.49
4162,28289,388781,56979805,2010-01-14,High,31,166.76000,0.01,Regular Air,-46.03,4.98,4.75
4943,58599,844618,100390992,2010-01-14,Critical,19,2328.62000,0.00,Delivery Truck,45.54,120.98,30.00
5052,58599,461227,45725722,2010-01-14,Critical,49,5332.42000,0.06,Delivery Truck,-219.20,113.98,30.00
6269,37250,1029312,59426264,2010-01-14,High,13,473.46000,0.03,Regular Air,128.11,35.94,6.66
7172,23586,250992,44297353,2010-01-14,Medium,32,210.90000,0.03,Regular Air,-62.46,6.48,5.74
7830,2213,394308,25162682,2010-01-14,Not Specified,6,40.31000,0.08,Regular Air,-32.27,5.78,8.09
462,2852,217058,69981415,2010-01-15,Critical,42,3931.31800,0.06,Regular Air,1025.45,115.99,4.23
3452,21574,712849,50274012,2010-01-15,Critical,33,77.55000,0.00,Regular Air,-37.20,2.12,1.99
5175,15079,588162,98550002,2010-01-15,Medium,45,3753.42000,0.00,Regular Air,1276.25,80.98,7.18
7098,2852,1017940,69981415,2010-01-15,Critical,10,74.87000,0.02,Regular Air,-43.97,6.48,8.19
7945,15079,536441,98550002,2010-01-15,Medium,23,1130.79000,0.01,Regular Air,468.19,48.91,5.97
265,8642,652699,4221093,2010-01-16,High,13,133.04000,0.04,Regular Air,49.69,10.35,0.99
1682,36161,943159,93607330,2010-01-16,Critical,6,29.19000,0.03,Regular Air,0.65,4.49,1.49
2375,4545,207567,31467554,2010-01-16,Not Specified,33,126.38000,0.08,Regular Air,26.64,4.00,1.30
2578,26182,331372,39140094,2010-01-16,Not Specified,30,4684.90000,0.01,Delivery Truck,-549.27,150.98,66.27
4974,26182,674050,8520485,2010-01-16,Not Specified,4,770.76000,0.08,Delivery Truck,-192.51,200.98,23.76
7018,8642,630857,4221093,2010-01-16,High,26,151.05000,0.09,Regular Air,-76.14,5.80,5.59
7283,4545,345717,31467554,2010-01-16,Not Specified,4,33.10000,0.06,Regular Air,-24.15,6.48,8.74
